Product ,Flow,State,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
511--Newspapers & Other Published Matter,Imports,Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211--Oil & Gas,Imports,Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,132.0
113--Forestry Products,Imports,Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112--Livestock & Livestock Products,Imports,Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Exports,Massachusetts,902.0,1273.0,1437.0,1609.0,1861.0,2318.0,2622.0,2471.0,2562.0,2512.0,1941.0,2055.0,2794.0,2883.0,2737.0,3542.0
334--Computer & Electronic Products,Exports,Massachusetts,329.0,419.0,509.0,653.0,862.0,1215.0,1523.0,1403.0,1364.0,1271.0,820.0,818.0,1273.0,1178.0,810.0,1104.0
"335--Electrical Equipment, Appliances & Components",Exports,Massachusetts,80.0,103.0,80.0,93.0,122.0,181.0,119.0,145.0,230.0,208.0,180.0,352.0,429.0,515.0,668.0,835.0
"333--Machinery, Except Electrical",Exports,Massachusetts,76.0,114.0,106.0,101.0,112.0,115.0,113.0,112.0,137.0,134.0,139.0,160.0,151.0,177.0,211.0,269.0
325--Chemicals,Exports,Massachusetts,107.0,158.0,262.0,300.0,309.0,293.0,309.0,272.0,141.0,153.0,159.0,144.0,204.0,236.0,188.0,230.0
326--Plastics & Rubber Products,Exports,Massachusetts,29.0,47.0,59.0,59.0,60.0,81.0,90.0,103.0,107.0,107.0,108.0,108.0,125.0,136.0,163.0,219.0
313--Textiles & Fabrics,Exports,Massachusetts,34.0,55.0,70.0,80.0,95.0,105.0,82.0,87.0,99.0,102.0,78.0,47.0,78.0,84.0,132.0,200.0
322--Paper,Exports,Massachusetts,75.0,99.0,82.0,81.0,98.0,81.0,81.0,79.0,91.0,93.0,88.0,93.0,123.0,115.0,117.0,155.0
332--Fabricated Metal Products,Exports,Massachusetts,43.0,105.0,85.0,54.0,48.0,66.0,98.0,77.0,123.0,102.0,94.0,98.0,143.0,126.0,149.0,151.0
339--Miscellaneous Manufactures,Exports,Massachusetts,32.0,39.0,46.0,55.0,44.0,42.0,56.0,51.0,60.0,82.0,77.0,63.0,72.0,94.0,101.0,127.0
331--Primary Metal Manufactures,Exports,Massachusetts,19.0,27.0,28.0,26.0,18.0,26.0,22.0,19.0,42.0,88.0,72.0,51.0,57.0,60.0,59.0,69.0
327--Nonmetallic Mineral Products,Exports,Massachusetts,18.0,19.0,14.0,15.0,17.0,27.0,32.0,40.0,67.0,72.0,55.0,39.0,51.0,50.0,52.0,57.0
336--Transportation Equipment,Exports,Massachusetts,9.0,17.0,29.0,22.0,27.0,33.0,25.0,26.0,35.0,19.0,24.0,24.0,20.0,16.0,18.0,38.0
311--Processed Foods,Exports,Massachusetts,24.0,47.0,43.0,49.0,23.0,19.0,25.0,14.0,13.0,23.0,13.0,11.0,12.0,20.0,18.0,21.0
910--Waste And Scrap,Exports,Massachusetts,0.0,0.0,0.0,1.0,0.0,0.0,22.0,8.0,17.0,22.0,5.0,21.0,21.0,25.0,2.0,15.0
323--Printed Matter & Related Products,Exports,Massachusetts,8.0,8.0,8.0,4.0,7.0,8.0,6.0,10.0,8.0,8.0,8.0,8.0,12.0,16.0,15.0,14.0
212--Minerals & Ores,Exports,Massachusetts,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0
312--Beverages & Tobacco Products,Exports,Massachusetts,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,7.0,5.0
930--Used Or Second-Hand Merchandise,Exports,Massachusetts,0.0,0.0,0.0,1.0,4.0,7.0,4.0,6.0,5.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0
314--Textile Mill Products,Exports,Massachusetts,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,2.0,2.0,5.0
324--Petroleum & Coal Products,Exports,Massachusetts,9.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,7.0,7.0,5.0
990--Other Special Classification Provisions,Exports,Massachusetts,3.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0
337--Furniture & Fixtures,Exports,Massachusetts,1.0,1.0,2.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0
316--Leather & Allied Products,Exports,Massachusetts,1.0,0.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0
315--Apparel & Accessories,Exports,Massachusetts,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
111--Agricultural Products,Exports,Massachusetts,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
321--Wood Products,Exports,Massachusetts,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0
114--Fish & Other Marine Products,Exports,Massachusetts,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0
112--Livestock & Livestock Products,Exports,Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211--Oil & Gas,Exports,Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113--Forestry Products,Exports,Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Exports,Massachusetts,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
511--Newspapers & Other Published Matter,Exports,Massachusetts,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0--All Merchandise,Imports,Michigan,17216.0,28152.0,32919.0,38142.0,40256.0,42533.0,43952.0,48999.0,52899.0,56090.0,58095.0,47361.0,51849.0,59064.0,69022.0,75217.0
336--Transportation Equipment,Imports,Michigan,14544.0,23295.0,26878.0,31539.0,34519.0,35749.0,36779.0,41141.0,45161.0,48278.0,50303.0,40695.0,43648.0,49688.0,58926.0,63066.0
"335--Electrical Equipment, Appliances & Components",Imports,Michigan,502.0,725.0,1039.0,1073.0,1111.0,1535.0,1790.0,1825.0,1628.0,1634.0,1695.0,1475.0,1969.0,2359.0,2717.0,3760.0
334--Computer & Electronic Products,Imports,Michigan,632.0,818.0,844.0,882.0,865.0,1032.0,1287.0,1249.0,1186.0,1186.0,1343.0,1143.0,1410.0,1449.0,1755.0,2045.0
"333--Machinery, Except Electrical",Imports,Michigan,315.0,1440.0,1740.0,1761.0,903.0,1135.0,855.0,1019.0,1080.0,1158.0,1155.0,928.0,1057.0,1172.0,968.0,1358.0
332--Fabricated Metal Products,Imports,Michigan,179.0,269.0,360.0,437.0,535.0,637.0,799.0,942.0,873.0,793.0,708.0,668.0,909.0,955.0,947.0,1106.0
326--Plastics & Rubber Products,Imports,Michigan,126.0,199.0,253.0,332.0,331.0,381.0,391.0,451.0,531.0,525.0,542.0,373.0,483.0,535.0,634.0,716.0
111--Agricultural Products,Imports,Michigan,91.0,129.0,154.0,140.0,181.0,238.0,310.0,446.0,570.0,584.0,529.0,479.0,363.0,400.0,445.0,504.0
337--Furniture & Fixtures,Imports,Michigan,42.0,123.0,153.0,287.0,365.0,382.0,402.0,409.0,400.0,409.0,413.0,327.0,450.0,540.0,444.0,465.0
316--Leather & Allied Products,Imports,Michigan,249.0,456.0,609.0,671.0,531.0,498.0,537.0,532.0,438.0,411.0,363.0,335.0,400.0,392.0,478.0,461.0
339--Miscellaneous Manufactures,Imports,Michigan,81.0,122.0,154.0,197.0,150.0,93.0,102.0,140.0,152.0,213.0,222.0,230.0,274.0,412.0,483.0,414.0
327--Nonmetallic Mineral Products,Imports,Michigan,85.0,70.0,61.0,93.0,131.0,100.0,91.0,121.0,96.0,134.0,174.0,88.0,92.0,103.0,175.0,288.0
980--Goods Returned (Exports and Imports) and Reimports - Canada Only,Imports,Michigan,201.0,248.0,289.0,458.0,328.0,321.0,227.0,298.0,310.0,349.0,244.0,202.0,178.0,200.0,255.0,263.0
311--Processed Foods,Imports,Michigan,68.0,89.0,124.0,49.0,79.0,82.0,91.0,96.0,71.0,89.0,117.0,99.0,109.0,98.0,79.0,152.0
930--Used Or Second-Hand Merchandise,Imports,Michigan,0.0,0.0,0.0,13.0,12.0,24.0,59.0,76.0,46.0,59.0,56.0,57.0,183.0,135.0,68.0,126.0
314--Textile Mill Products,Imports,Michigan,2.0,4.0,3.0,8.0,6.0,9.0,14.0,23.0,36.0,62.0,75.0,56.0,59.0,99.0,103.0,101.0
325--Chemicals,Imports,Michigan,23.0,22.0,28.0,39.0,79.0,93.0,66.0,79.0,55.0,47.0,48.0,69.0,65.0,80.0,76.0,64.0
315--Apparel & Accessories,Imports,Michigan,2.0,59.0,125.0,74.0,2.0,7.0,11.0,11.0,9.0,1.0,5.0,24.0,11.0,181.0,239.0,59.0
322--Paper,Imports,Michigan,2.0,4.0,5.0,2.0,2.0,2.0,11.0,6.0,9.0,9.0,17.0,44.0,36.0,41.0,45.0,55.0
321--Wood Products,Imports,Michigan,1.0,2.0,4.0,8.0,9.0,7.0,7.0,7.0,8.0,6.0,7.0,8.0,14.0,56.0,48.0,55.0
910--Waste And Scrap,Imports,Michigan,9.0,14.0,14.0,22.0,34.0,47.0,38.0,33.0,36.0,33.0,34.0,18.0,44.0,48.0,44.0,51.0
312--Beverages & Tobacco Products,Imports,Michigan,1.0,6.0,5.0,9.0,9.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,8.0,15.0,36.0
331--Primary Metal Manufactures,Imports,Michigan,7.0,12.0,14.0,26.0,20.0,31.0,23.0,71.0,184.0,87.0,21.0,15.0,58.0,81.0,47.0,36.0
313--Textiles & Fabrics,Imports,Michigan,12.0,14.0,15.0,15.0,31.0,42.0,20.0,12.0,11.0,10.0,10.0,10.0,15.0,12.0,12.0,16.0
323--Printed Matter & Related Products,Imports,Michigan,3.0,4.0,4.0,5.0,4.0,11.0,11.0,7.0,8.0,8.0,9.0,9.0,13.0,14.0,11.0,13.0
212--Minerals & Ores,Imports,Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,4.0,2.0,5.0,6.0
114--Fish & Other Marine Products,Imports,Michigan,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.8571428571428571,1.2857142857142856,1.7142857142857142,2.142857142857143,2.571428571428571,3.0,0.0,1.0,2.0,2.0
112--Livestock & Livestock Products,Imports,Michigan,0.0,0.0,0.0,9.5,19.0,69.0,32.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
324--Petroleum & Coal Products,Imports,Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
990--Other Special Classification Provisions,Imports,Michigan,38.0,28.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113--Forestry Products,Imports,Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Imports,Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Exports,Michigan,5214.0,7424.0,8971.0,10464.0,12890.0,12407.0,11792.0,12045.0,12512.0,12284.0,11209.0,8904.0,10691.0,11729.0,14854.0,17081.0
336--Transportation Equipment,Exports,Michigan,2007.0,2929.0,3627.0,4337.0,5360.0,5253.0,5076.0,4714.0,4656.0,4423.0,4105.0,3133.0,3442.0,3755.0,4850.0,5097.0
"335--Electrical Equipment, Appliances & Components",Exports,Michigan,246.0,366.0,502.0,764.0,1161.0,1037.0,917.0,1047.0,1196.0,1014.0,914.0,661.0,710.0,764.0,1349.0,2578.0
"333--Machinery, Except Electrical",Exports,Michigan,539.0,716.0,886.0,1212.0,1410.0,1278.0,1286.0,1620.0,1773.0,1743.0,1319.0,1116.0,1244.0,1312.0,2051.0,2093.0
325--Chemicals,Exports,Michigan,928.0,1124.0,1041.0,972.0,974.0,1016.0,921.0,889.0,938.0,1168.0,839.0,856.0,1707.0,1369.0,1281.0,1342.0
326--Plastics & Rubber Products,Exports,Michigan,268.0,397.0,489.0,544.0,799.0,753.0,587.0,576.0,611.0,653.0,734.0,579.0,619.0,689.0,994.0,1213.0
334--Computer & Electronic Products,Exports,Michigan,419.0,716.0,907.0,901.0,1208.0,1115.0,1031.0,1077.0,1005.0,835.0,880.0,652.0,771.0,1157.0,1165.0,1209.0
332--Fabricated Metal Products,Exports,Michigan,283.0,367.0,492.0,649.0,749.0,832.0,805.0,954.0,988.0,977.0,960.0,725.0,785.0,1058.0,1126.0,1195.0
331--Primary Metal Manufactures,Exports,Michigan,111.0,183.0,287.0,381.0,406.0,313.0,312.0,315.0,363.0,348.0,268.0,230.0,358.0,411.0,677.0,729.0
311--Processed Foods,Exports,Michigan,30.0,36.0,30.0,49.0,42.0,46.0,37.0,66.0,116.0,154.0,181.0,241.0,280.0,384.0,422.0,402.0
327--Nonmetallic Mineral Products,Exports,Michigan,41.0,57.0,56.0,61.0,91.0,105.0,117.0,101.0,158.0,177.0,155.0,111.0,150.0,183.0,231.0,260.0
313--Textiles & Fabrics,Exports,Michigan,56.0,126.0,130.0,133.0,127.0,147.0,157.0,177.0,209.0,206.0,191.0,126.0,128.0,114.0,137.0,218.0
339--Miscellaneous Manufactures,Exports,Michigan,37.0,63.0,85.0,95.0,92.0,89.0,93.0,92.0,101.0,204.0,220.0,136.0,111.0,93.0,112.0,178.0
337--Furniture & Fixtures,Exports,Michigan,42.0,59.0,70.0,67.0,80.0,68.0,68.0,59.0,69.0,92.0,152.0,100.0,115.0,157.0,124.0,133.0
322--Paper,Exports,Michigan,29.0,41.0,53.0,52.0,63.0,60.0,57.0,57.0,65.0,60.0,59.0,56.0,64.0,72.0,89.0,114.0
930--Used Or Second-Hand Merchandise,Exports,Michigan,0.0,0.0,0.0,4.0,2.0,9.0,64.0,16.0,6.0,4.0,6.0,5.0,4.0,42.0,55.0,105.0
111--Agricultural Products,Exports,Michigan,54.0,48.0,37.0,36.0,31.0,25.0,27.0,28.0,24.0,31.0,22.0,19.0,25.0,21.0,29.0,48.0
324--Petroleum & Coal Products,Exports,Michigan,10.0,14.0,12.0,26.0,32.0,25.0,24.0,15.0,17.0,14.0,12.0,12.0,12.0,39.0,56.0,38.0
316--Leather & Allied Products,Exports,Michigan,77.0,120.0,162.0,126.0,214.0,183.0,156.0,180.0,155.0,119.0,117.0,80.0,94.0,29.0,29.0,31.0
314--Textile Mill Products,Exports,Michigan,14.0,21.0,29.0,28.0,14.0,20.0,18.0,17.0,22.0,24.0,27.0,24.0,27.0,20.0,17.0,25.0
990--Other Special Classification Provisions,Exports,Michigan,10.0,19.0,44.0,6.0,8.0,6.0,10.0,8.0,10.0,18.0,22.0,21.0,14.0,9.0,15.0,18.0
211--Oil & Gas,Exports,Michigan,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0
321--Wood Products,Exports,Michigan,2.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,7.0,6.0,7.0,18.0,14.0,12.0
323--Printed Matter & Related Products,Exports,Michigan,5.0,5.0,7.0,6.0,7.0,6.0,13.0,12.0,10.0,9.0,9.0,7.0,15.0,14.0,7.0,9.0
910--Waste And Scrap,Exports,Michigan,1.0,5.0,4.0,1.0,3.0,5.0,6.0,3.0,6.0,1.0,1.0,1.0,2.0,10.0,15.0,8.0
212--Minerals & Ores,Exports,Michigan,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0
312--Beverages & Tobacco Products,Exports,Michigan,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
315--Apparel & Accessories,Exports,Michigan,0.0,3.0,11.0,7.0,3.0,3.0,2.0,2.0,5.0,4.0,5.0,3.0,3.0,2.0,2.0,1.0
112--Livestock & Livestock Products,Exports,Michigan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0
114--Fish & Other Marine Products,Exports,Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0
113--Forestry Products,Exports,Michigan,3.0,4.0,5.0,4.0,8.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
115--Products Supporting Agriculture And Forestry,Exports,Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Exports,Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511--Newspapers & Other Published Matter,Exports,Michigan,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0--All Merchandise,Imports,Minnesota,1316.0,1750.0,2391.0,2119.0,1963.0,2141.0,2004.0,2016.0,1971.0,2267.0,2344.0,2532.0,2936.0,3296.0,3279.0,3071.0
334--Computer & Electronic Products,Imports,Minnesota,429.0,591.0,969.0,637.0,565.0,520.0,446.0,453.0,491.0,536.0,535.0,726.0,843.0,905.0,765.0,645.0
"333--Machinery, Except Electrical",Imports,Minnesota,249.0,288.0,314.0,411.0,390.0,422.0,423.0,437.0,393.0,393.0,418.0,429.0,529.0,603.0,730.0,568.0
"335--Electrical Equipment, Appliances & Components",Imports,Minnesota,176.0,227.0,335.0,294.0,260.0,274.0,226.0,235.0,239.0,282.0,309.0,330.0,307.0,384.0,412.0,367.0
339--Miscellaneous Manufactures,Imports,Minnesota,53.0,66.0,73.0,70.0,73.0,91.0,61.0,79.0,81.0,238.0,226.0,193.0,232.0,237.0,143.0,272.0
332--Fabricated Metal Products,Imports,Minnesota,109.0,151.0,150.0,144.0,108.0,127.0,155.0,171.0,196.0,193.0,190.0,140.0,148.0,170.0,166.0,235.0
336--Transportation Equipment,Imports,Minnesota,67.0,91.0,130.0,163.0,181.0,277.0,280.0,180.0,172.0,185.0,152.0,200.0,262.0,286.0,395.0,226.0
111--Agricultural Products,Imports,Minnesota,7.0,6.0,13.0,32.0,38.0,60.0,62.0,86.0,63.0,53.0,68.0,68.0,77.0,92.0,112.0,168.0
980--Goods Returned (Exports and Imports) and Reimports - Canada Only,Imports,Minnesota,37.0,61.0,50.0,52.0,44.0,64.0,83.0,95.0,86.0,108.0,159.0,134.0,124.0,123.0,132.0,145.0
327--Nonmetallic Mineral Products,Imports,Minnesota,11.0,21.0,24.0,15.0,30.0,39.0,41.0,48.0,52.0,51.0,62.0,54.0,65.0,70.0,66.0,67.0
326--Plastics & Rubber Products,Imports,Minnesota,11.0,17.0,19.0,27.0,32.0,36.0,34.0,28.0,26.0,62.0,64.0,58.0,78.0,98.0,59.0,64.0
322--Paper,Imports,Minnesota,3.0,7.0,4.0,11.0,16.0,16.0,17.0,17.0,19.0,19.0,20.0,36.0,35.0,36.0,49.0,55.0
337--Furniture & Fixtures,Imports,Minnesota,3.0,4.0,4.0,8.0,14.0,15.0,6.0,7.0,4.0,6.0,17.0,34.0,54.0,59.0,49.0,51.0
311--Processed Foods,Imports,Minnesota,80.0,121.0,222.0,167.0,98.0,96.0,58.0,60.0,39.0,27.0,20.0,27.0,40.0,35.0,42.0,38.0
315--Apparel & Accessories,Imports,Minnesota,3.0,4.0,2.0,3.0,6.0,17.0,34.0,27.0,30.0,29.0,30.0,27.0,28.0,33.0,37.0,36.0
314--Textile Mill Products,Imports,Minnesota,18.0,34.0,11.0,5.0,7.0,5.0,6.0,11.0,9.0,13.0,18.0,10.0,16.0,27.0,29.0,32.0
325--Chemicals,Imports,Minnesota,16.0,23.0,24.0,26.0,41.0,29.0,26.0,33.0,34.0,32.0,18.0,16.0,51.0,34.0,19.0,28.0
331--Primary Metal Manufactures,Imports,Minnesota,8.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,9.0,23.0,21.0,48.0,31.0,22.0
312--Beverages & Tobacco Products,Imports,Minnesota,1.0,1.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,17.0,6.0,7.0,8.0,7.0,7.0,20.0
114--Fish & Other Marine Products,Imports,Minnesota,4.0,4.0,10.0,15.0,17.0,10.0,6.0,3.0,1.0,0.0,1.0,1.0,2.0,22.0,19.0,15.0
313--Textiles & Fabrics,Imports,Minnesota,0.0,1.0,1.0,5.0,7.0,9.0,7.0,9.0,13.0,12.0,15.0,13.0,11.0,15.0,8.0,11.0
323--Printed Matter & Related Products,Imports,Minnesota,25.0,26.0,23.0,25.0,26.0,27.0,25.0,25.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0
112--Livestock & Livestock Products,Imports,Minnesota,0.0,1.0,0.0,1.0,3.0,1.0,1.5,2.0,1.0,0.75,0.5,0.25,0.0,6.0,3.0,1.0
910--Waste And Scrap,Imports,Minnesota,1.0,4.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0
324--Petroleum & Coal Products,Imports,Minnesota,4.0,3.6,3.2,2.8,2.4,2.0,1.5999999999999996,1.1999999999999997,0.7999999999999998,0.3999999999999999,0.0,0.0,1.0,1.0,1.0,0.0
316--Leather & Allied Products,Imports,Minnesota,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
321--Wood Products,Imports,Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113--Forestry Products,Imports,Minnesota,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
930--Used Or Second-Hand Merchandise,Imports,Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
990--Other Special Classification Provisions,Imports,Minnesota,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Imports,Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212--Minerals & Ores,Imports,Minnesota,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Exports,Minnesota,729.0,978.0,1217.0,1296.0,1473.0,2240.0,2382.0,2339.0,2434.0,2343.0,2426.0,1936.0,2449.0,2797.0,3338.0,4204.0
336--Transportation Equipment,Exports,Minnesota,43.0,42.0,107.0,189.0,214.0,360.0,390.0,334.0,344.0,304.0,440.0,375.0,434.0,660.0,675.0,877.0
311--Processed Foods,Exports,Minnesota,183.0,214.0,241.0,217.0,188.0,266.0,323.0,400.0,366.0,330.0,401.0,357.0,458.0,441.0,451.0,630.0
111--Agricultural Products,Exports,Minnesota,54.0,131.0,184.0,120.0,116.0,284.0,160.0,161.0,183.0,74.0,40.0,64.0,245.0,156.0,509.0,398.0
"333--Machinery, Except Electrical",Exports,Minnesota,81.0,101.0,140.0,125.0,158.0,211.0,389.0,270.0,335.0,284.0,259.0,172.0,197.0,283.0,327.0,385.0
332--Fabricated Metal Products,Exports,Minnesota,23.0,30.0,41.0,49.0,73.0,131.0,114.0,171.0,203.0,189.0,182.0,135.0,177.0,266.0,314.0,337.0
334--Computer & Electronic Products,Exports,Minnesota,93.0,104.0,109.0,141.0,219.0,294.0,256.0,221.0,219.0,262.0,291.0,182.0,244.0,255.0,266.0,316.0
"335--Electrical Equipment, Appliances & Components",Exports,Minnesota,47.0,56.0,63.0,105.0,143.0,182.0,210.0,261.0,251.0,243.0,245.0,192.0,180.0,150.0,163.0,302.0
325--Chemicals,Exports,Minnesota,34.0,44.0,51.0,71.0,85.0,99.0,90.0,117.0,157.0,178.0,137.0,107.0,140.0,186.0,197.0,249.0
326--Plastics & Rubber Products,Exports,Minnesota,40.0,72.0,55.0,49.0,49.0,91.0,111.0,111.0,120.0,133.0,115.0,86.0,81.0,101.0,106.0,189.0
339--Miscellaneous Manufactures,Exports,Minnesota,22.0,20.0,32.0,30.0,35.0,54.0,96.0,58.0,35.0,41.0,41.0,38.0,40.0,41.0,51.0,144.0
322--Paper,Exports,Minnesota,36.0,62.0,71.0,71.0,41.0,37.0,45.0,47.0,44.0,61.0,69.0,67.0,50.0,44.0,52.0,71.0
331--Primary Metal Manufactures,Exports,Minnesota,18.0,33.0,36.0,20.0,26.0,36.0,43.0,31.0,32.0,41.0,33.0,23.0,27.0,40.0,36.0,55.0
313--Textiles & Fabrics,Exports,Minnesota,4.0,5.0,7.0,6.0,7.0,10.0,11.0,12.0,13.0,17.0,19.0,17.0,18.0,22.0,27.0,53.0
327--Nonmetallic Mineral Products,Exports,Minnesota,8.0,11.0,10.0,14.0,27.0,31.0,39.0,54.0,37.0,46.0,51.0,35.0,30.0,40.0,38.0,46.0
312--Beverages & Tobacco Products,Exports,Minnesota,11.0,17.0,32.0,27.0,28.0,39.0,27.0,25.0,32.0,36.0,21.0,16.0,58.0,37.0,46.0,46.0
324--Petroleum & Coal Products,Exports,Minnesota,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,10.0,19.0,25.0,17.0,23.0,12.0,15.0,29.0
316--Leather & Allied Products,Exports,Minnesota,13.0,15.0,11.0,31.0,30.0,20.0,17.0,8.0,5.0,6.0,6.0,8.0,12.0,11.0,9.0,13.0
910--Waste And Scrap,Exports,Minnesota,4.0,2.0,4.0,5.0,2.0,3.0,2.0,0.0,2.0,6.0,1.0,1.0,6.0,21.0,10.0,11.0
314--Textile Mill Products,Exports,Minnesota,1.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,6.0,11.0,14.0,20.0,8.0,3.0,4.0,11.0
930--Used Or Second-Hand Merchandise,Exports,Minnesota,0.0,0.0,0.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,6.0,10.0,9.0
337--Furniture & Fixtures,Exports,Minnesota,1.0,2.0,5.0,8.0,4.0,12.0,14.0,12.0,8.0,11.0,9.0,5.0,4.0,6.0,6.0,8.0
